| time  |reset|ARegister|DRegister|PC[]|RAM64[16]|RAM64[17]|RAM64[18]|
| 412   |  0  |      16 |      30 |   6|      30 |     435 |       0 |
| 413   |  0  |     100 |      30 |   7|      30 |     435 |       0 |
| 414   |  0  |     100 |     -70 |   8|      30 |     435 |       0 |
| 415   |  0  |      18 |     -70 |   9|      30 |     435 |       0 |
| 416   |  0  |      18 |     -70 |  10|      30 |     435 |       0 |
| 417   |  0  |      16 |     -70 |  11|      30 |     435 |       0 |
| 418   |  0  |      16 |      30 |  12|      30 |     435 |       0 |
| 419   |  0  |      17 |      30 |  13|      30 |     435 |       0 |
| 420   |  0  |      17 |      30 |  14|      30 |     465 |       0 |
| 421   |  0  |      16 |      30 |  15|      30 |     465 |       0 |
| 422   |  0  |      16 |      30 |  16|      31 |     465 |       0 |
| 423   |  0  |       4 |      30 |  17|      31 |     465 |       0 |
| 424   |  0  |       4 |      30 |   4|      31 |     465 |       0 |
| 425   |  0  |      16 |      30 |   5|      31 |     465 |       0 |
| 426   |  0  |      16 |      31 |   6|      31 |     465 |       0 |
| 427   |  0  |     100 |      31 |   7|      31 |     465 |       0 |
| 428   |  0  |     100 |     -69 |   8|      31 |     465 |       0 |
| 429   |  0  |      18 |     -69 |   9|      31 |     465 |       0 |
| 430   |  0  |      18 |     -69 |  10|      31 |     465 |       0 |
| 431   |  0  |      16 |     -69 |  11|      31 |     465 |       0 |
| 432   |  0  |      16 |      31 |  12|      31 |     465 |       0 |
| 433   |  0  |      17 |      31 |  13|      31 |     465 |       0 |
| 434   |  0  |      17 |      31 |  14|      31 |     496 |       0 |
| 435   |  0  |      16 |      31 |  15|      31 |     496 |       0 |
| 436   |  0  |      16 |      31 |  16|      32 |     496 |       0 |
| 437   |  0  |       4 |      31 |  17|      32 |     496 |       0 |
| 438   |  0  |       4 |      31 |   4|      32 |     496 |       0 |
| 439   |  0  |      16 |      31 |   5|      32 |     496 |       0 |
| 440   |  0  |      16 |      32 |   6|      32 |     496 |       0 |
| 441   |  0  |     100 |      32 |   7|      32 |     496 |       0 |
| 442   |  0  |     100 |     -68 |   8|      32 |     496 |       0 |
| 443   |  0  |      18 |     -68 |   9|      32 |     496 |       0 |
| 444   |  0  |      18 |     -68 |  10|      32 |     496 |       0 |
| 445   |  0  |      16 |     -68 |  11|      32 |     496 |       0 |
| 446   |  0  |      16 |      32 |  12|      32 |     496 |       0 |
| 447   |  0  |      17 |      32 |  13|      32 |     496 |       0 |
| 448   |  0  |      17 |      32 |  14|      32 |     528 |       0 |
| 449   |  0  |      16 |      32 |  15|      32 |     528 |       0 |
| 450   |  0  |      16 |      32 |  16|      33 |     528 |       0 |
| 451   |  0  |       4 |      32 |  17|      33 |     528 |       0 |
| 452   |  0  |       4 |      32 |   4|      33 |     528 |       0 |
| 453   |  0  |      16 |      32 |   5|      33 |     528 |       0 |
| 454   |  0  |      16 |      33 |   6|      33 |     528 |       0 |
| 455   |  0  |     100 |      33 |   7|      33 |     528 |       0 |
| 456   |  0  |     100 |     -67 |   8|      33 |     528 |       0 |
| 457   |  0  |      18 |     -67 |   9|      33 |     528 |       0 |
| 458   |  0  |      18 |     -67 |  10|      33 |     528 |       0 |
| 459   |  0  |      16 |     -67 |  11|      33 |     528 |       0 |
| 460   |  0  |      16 |      33 |  12|      33 |     528 |       0 |
| 461   |  0  |      17 |      33 |  13|      33 |     528 |       0 |
| 462   |  0  |      17 |      33 |  14|      33 |     561 |       0 |
| 463   |  0  |      16 |      33 |  15|      33 |     561 |       0 |
| 464   |  0  |      16 |      33 |  16|      34 |     561 |       0 |
| 465   |  0  |       4 |      33 |  17|      34 |     561 |       0 |
| 466   |  0  |       4 |      33 |   4|      34 |     561 |       0 |
| 467   |  0  |      16 |      33 |   5|      34 |     561 |       0 |
| 468   |  0  |      16 |      34 |   6|      34 |     561 |       0 |
| 469   |  0  |     100 |      34 |   7|      34 |     561 |       0 |
| 470   |  0  |     100 |     -66 |   8|      34 |     561 |       0 |
| 471   |  0  |      18 |     -66 |   9|      34 |     561 |       0 |
| 472   |  0  |      18 |     -66 |  10|      34 |     561 |       0 |
| 473   |  0  |      16 |     -66 |  11|      34 |     561 |       0 |
| 474   |  0  |      16 |      34 |  12|      34 |     561 |       0 |
| 475   |  0  |      17 |      34 |  13|      34 |     561 |       0 |
| 476   |  0  |      17 |      34 |  14|      34 |     595 |       0 |
| 477   |  0  |      16 |      34 |  15|      34 |     595 |       0 |
| 478   |  0  |      16 |      34 |  16|      35 |     595 |       0 |
| 479   |  0  |       4 |      34 |  17|      35 |     595 |       0 |
| 480   |  0  |       4 |      34 |   4|      35 |     595 |       0 |
| 481   |  0  |      16 |      34 |   5|      35 |     595 |       0 |
| 482   |  0  |      16 |      35 |   6|      35 |     595 |       0 |
| 483   |  0  |     100 |      35 |   7|      35 |     595 |       0 |
| 484   |  0  |     100 |     -65 |   8|      35 |     595 |       0 |
| 485   |  0  |      18 |     -65 |   9|      35 |     595 |       0 |
| 486   |  0  |      18 |     -65 |  10|      35 |     595 |       0 |
| 487   |  0  |      16 |     -65 |  11|      35 |     595 |       0 |
| 488   |  0  |      16 |      35 |  12|      35 |     595 |       0 |
| 489   |  0  |      17 |      35 |  13|      35 |     595 |       0 |
| 490   |  0  |      17 |      35 |  14|      35 |     630 |       0 |
| 491   |  0  |      16 |      35 |  15|      35 |     630 |       0 |
| 492   |  0  |      16 |      35 |  16|      36 |     630 |       0 |
| 493   |  0  |       4 |      35 |  17|      36 |     630 |       0 |
| 494   |  0  |       4 |      35 |   4|      36 |     630 |       0 |
| 495   |  0  |      16 |      35 |   5|      36 |     630 |       0 |
| 496   |  0  |      16 |      36 |   6|      36 |     630 |       0 |
| 497   |  0  |     100 |      36 |   7|      36 |     630 |       0 |
| 498   |  0  |     100 |     -64 |   8|      36 |     630 |       0 |
| 499   |  0  |      18 |     -64 |   9|      36 |     630 |       0 |
| 500   |  0  |      18 |     -64 |  10|      36 |     630 |       0 |
| 501   |  0  |      16 |     -64 |  11|      36 |     630 |       0 |
| 502   |  0  |      16 |      36 |  12|      36 |     630 |       0 |
| 503   |  0  |      17 |      36 |  13|      36 |     630 |       0 |
| 504   |  0  |      17 |      36 |  14|      36 |     666 |       0 |
| 505   |  0  |      16 |      36 |  15|      36 |     666 |       0 |
| 506   |  0  |      16 |      36 |  16|      37 |     666 |       0 |
| 507   |  0  |       4 |      36 |  17|      37 |     666 |       0 |
| 508   |  0  |       4 |      36 |   4|      37 |     666 |       0 |
| 509   |  0  |      16 |      36 |   5|      37 |     666 |       0 |
| 510   |  0  |      16 |      37 |   6|      37 |     666 |       0 |
| 511   |  0  |     100 |      37 |   7|      37 |     666 |       0 |
| 512   |  0  |     100 |     -63 |   8|      37 |     666 |       0 |
| 513   |  0  |      18 |     -63 |   9|      37 |     666 |       0 |
| 514   |  0  |      18 |     -63 |  10|      37 |     666 |       0 |
| 515   |  0  |      16 |     -63 |  11|      37 |     666 |       0 |
| 516   |  0  |      16 |      37 |  12|      37 |     666 |       0 |
| 517   |  0  |      17 |      37 |  13|      37 |     666 |       0 |
| 518   |  0  |      17 |      37 |  14|      37 |     703 |       0 |
| 519   |  0  |      16 |      37 |  15|      37 |     703 |       0 |
| 520   |  0  |      16 |      37 |  16|      38 |     703 |       0 |
| 521   |  0  |       4 |      37 |  17|      38 |     703 |       0 |
| 522   |  0  |       4 |      37 |   4|      38 |     703 |       0 |
| 523   |  0  |      16 |      37 |   5|      38 |     703 |       0 |
| 524   |  0  |      16 |      38 |   6|      38 |     703 |       0 |
| 525   |  0  |     100 |      38 |   7|      38 |     703 |       0 |
| 526   |  0  |     100 |     -62 |   8|      38 |     703 |       0 |
| 527   |  0  |      18 |     -62 |   9|      38 |     703 |       0 |
| 528   |  0  |      18 |     -62 |  10|      38 |     703 |       0 |
| 529   |  0  |      16 |     -62 |  11|      38 |     703 |       0 |
| 530   |  0  |      16 |      38 |  12|      38 |     703 |       0 |
| 531   |  0  |      17 |      38 |  13|      38 |     703 |       0 |
| 532   |  0  |      17 |      38 |  14|      38 |     741 |       0 |
| 533   |  0  |      16 |      38 |  15|      38 |     741 |       0 |
| 534   |  0  |      16 |      38 |  16|      39 |     741 |       0 |
| 535   |  0  |       4 |      38 |  17|      39 |     741 |       0 |
| 536   |  0  |       4 |      38 |   4|      39 |     741 |       0 |
| 537   |  0  |      16 |      38 |   5|      39 |     741 |       0 |
| 538   |  0  |      16 |      39 |   6|      39 |     741 |       0 |
| 539   |  0  |     100 |      39 |   7|      39 |     741 |       0 |
| 540   |  0  |     100 |     -61 |   8|      39 |     741 |       0 |
| 541   |  0  |      18 |     -61 |   9|      39 |     741 |       0 |
| 542   |  0  |      18 |     -61 |  10|      39 |     741 |       0 |
| 543   |  0  |      16 |     -61 |  11|      39 |     741 |       0 |
| 544   |  0  |      16 |      39 |  12|      39 |     741 |       0 |
| 545   |  0  |      17 |      39 |  13|      39 |     741 |       0 |
| 546   |  0  |      17 |      39 |  14|      39 |     780 |       0 |
| 547   |  0  |      16 |      39 |  15|      39 |     780 |       0 |
| 548   |  0  |      16 |      39 |  16|      40 |     780 |       0 |
| 549   |  0  |       4 |      39 |  17|      40 |     780 |       0 |
| 550   |  0  |       4 |      39 |   4|      40 |     780 |       0 |
| 551   |  0  |      16 |      39 |   5|      40 |     780 |       0 |
| 552   |  0  |      16 |      40 |   6|      40 |     780 |       0 |
| 553   |  0  |     100 |      40 |   7|      40 |     780 |       0 |
| 554   |  0  |     100 |     -60 |   8|      40 |     780 |       0 |
| 555   |  0  |      18 |     -60 |   9|      40 |     780 |       0 |
| 556   |  0  |      18 |     -60 |  10|      40 |     780 |       0 |
| 557   |  0  |      16 |     -60 |  11|      40 |     780 |       0 |
| 558   |  0  |      16 |      40 |  12|      40 |     780 |       0 |
| 559   |  0  |      17 |      40 |  13|      40 |     780 |       0 |
| 560   |  0  |      17 |      40 |  14|      40 |     820 |       0 |
| 561   |  0  |      16 |      40 |  15|      40 |     820 |       0 |
| 562   |  0  |      16 |      40 |  16|      41 |     820 |       0 |
| 563   |  0  |       4 |      40 |  17|      41 |     820 |       0 |
| 564   |  0  |       4 |      40 |   4|      41 |     820 |       0 |
| 565   |  0  |      16 |      40 |   5|      41 |     820 |       0 |
| 566   |  0  |      16 |      41 |   6|      41 |     820 |       0 |
| 567   |  0  |     100 |      41 |   7|      41 |     820 |       0 |
| 568   |  0  |     100 |     -59 |   8|      41 |     820 |       0 |
| 569   |  0  |      18 |     -59 |   9|      41 |     820 |       0 |
| 570   |  0  |      18 |     -59 |  10|      41 |     820 |       0 |
| 571   |  0  |      16 |     -59 |  11|      41 |     820 |       0 |
| 572   |  0  |      16 |      41 |  12|      41 |     820 |       0 |
| 573   |  0  |      17 |      41 |  13|      41 |     820 |       0 |
| 574   |  0  |      17 |      41 |  14|      41 |     861 |       0 |
| 575   |  0  |      16 |      41 |  15|      41 |     861 |       0 |
| 576   |  0  |      16 |      41 |  16|      42 |     861 |       0 |
| 577   |  0  |       4 |      41 |  17|      42 |     861 |       0 |
| 578   |  0  |       4 |      41 |   4|      42 |     861 |       0 |
| 579   |  0  |      16 |      41 |   5|      42 |     861 |       0 |
| 580   |  0  |      16 |      42 |   6|      42 |     861 |       0 |
| 581   |  0  |     100 |      42 |   7|      42 |     861 |       0 |
| 582   |  0  |     100 |     -58 |   8|      42 |     861 |       0 |
| 583   |  0  |      18 |     -58 |   9|      42 |     861 |       0 |
| 584   |  0  |      18 |     -58 |  10|      42 |     861 |       0 |
| 585   |  0  |      16 |     -58 |  11|      42 |     861 |       0 |
| 586   |  0  |      16 |      42 |  12|      42 |     861 |       0 |
| 587   |  0  |      17 |      42 |  13|      42 |     861 |       0 |
| 588   |  0  |      17 |      42 |  14|      42 |     903 |       0 |
| 589   |  0  |      16 |      42 |  15|      42 |     903 |       0 |
| 590   |  0  |      16 |      42 |  16|      43 |     903 |       0 |
| 591   |  0  |       4 |      42 |  17|      43 |     903 |       0 |
| 592   |  0  |       4 |      42 |   4|      43 |     903 |       0 |
| 593   |  0  |      16 |      42 |   5|      43 |     903 |       0 |
| 594   |  0  |      16 |      43 |   6|      43 |     903 |       0 |
| 595   |  0  |     100 |      43 |   7|      43 |     903 |       0 |
| 596   |  0  |     100 |     -57 |   8|      43 |     903 |       0 |
| 597   |  0  |      18 |     -57 |   9|      43 |     903 |       0 |
| 598   |  0  |      18 |     -57 |  10|      43 |     903 |       0 |
| 599   |  0  |      16 |     -57 |  11|      43 |     903 |       0 |
| 600   |  0  |      16 |      43 |  12|      43 |     903 |       0 |
| 601   |  0  |      17 |      43 |  13|      43 |     903 |       0 |
| 602   |  0  |      17 |      43 |  14|      43 |     946 |       0 |
| 603   |  0  |      16 |      43 |  15|      43 |     946 |       0 |
| 604   |  0  |      16 |      43 |  16|      44 |     946 |       0 |
| 605   |  0  |       4 |      43 |  17|      44 |     946 |       0 |
| 606   |  0  |       4 |      43 |   4|      44 |     946 |       0 |
| 607   |  0  |      16 |      43 |   5|      44 |     946 |       0 |
| 608   |  0  |      16 |      44 |   6|      44 |     946 |       0 |
| 609   |  0  |     100 |      44 |   7|      44 |     946 |       0 |
| 610   |  0  |     100 |     -56 |   8|      44 |     946 |       0 |
| 611   |  0  |      18 |     -56 |   9|      44 |     946 |       0 |
| 612   |  0  |      18 |     -56 |  10|      44 |     946 |       0 |
| 613   |  0  |      16 |     -56 |  11|      44 |     946 |       0 |
| 614   |  0  |      16 |      44 |  12|      44 |     946 |       0 |
| 615   |  0  |      17 |      44 |  13|      44 |     946 |       0 |
| 616   |  0  |      17 |      44 |  14|      44 |     990 |       0 |
| 617   |  0  |      16 |      44 |  15|      44 |     990 |       0 |
| 618   |  0  |      16 |      44 |  16|      45 |     990 |       0 |
| 619   |  0  |       4 |      44 |  17|      45 |     990 |       0 |
| 620   |  0  |       4 |      44 |   4|      45 |     990 |       0 |
| 621   |  0  |      16 |      44 |   5|      45 |     990 |       0 |
| 622   |  0  |      16 |      45 |   6|      45 |     990 |       0 |
| 623   |  0  |     100 |      45 |   7|      45 |     990 |       0 |
| 624   |  0  |     100 |     -55 |   8|      45 |     990 |       0 |
| 625   |  0  |      18 |     -55 |   9|      45 |     990 |       0 |
| 626   |  0  |      18 |     -55 |  10|      45 |     990 |       0 |
| 627   |  0  |      16 |     -55 |  11|      45 |     990 |       0 |
| 628   |  0  |      16 |      45 |  12|      45 |     990 |       0 |
| 629   |  0  |      17 |      45 |  13|      45 |     990 |       0 |
| 630   |  0  |      17 |      45 |  14|      45 |    1035 |       0 |
| 631   |  0  |      16 |      45 |  15|      45 |    1035 |       0 |
| 632   |  0  |      16 |      45 |  16|      46 |    1035 |       0 |
| 633   |  0  |       4 |      45 |  17|      46 |    1035 |       0 |
| 634   |  0  |       4 |      45 |   4|      46 |    1035 |       0 |
| 635   |  0  |      16 |      45 |   5|      46 |    1035 |       0 |
| 636   |  0  |      16 |      46 |   6|      46 |    1035 |       0 |
| 637   |  0  |     100 |      46 |   7|      46 |    1035 |       0 |
| 638   |  0  |     100 |     -54 |   8|      46 |    1035 |       0 |
| 639   |  0  |      18 |     -54 |   9|      46 |    1035 |       0 |
| 640   |  0  |      18 |     -54 |  10|      46 |    1035 |       0 |
| 641   |  0  |      16 |     -54 |  11|      46 |    1035 |       0 |
| 642   |  0  |      16 |      46 |  12|      46 |    1035 |       0 |
| 643   |  0  |      17 |      46 |  13|      46 |    1035 |       0 |
| 644   |  0  |      17 |      46 |  14|      46 |    1081 |       0 |
| 645   |  0  |      16 |      46 |  15|      46 |    1081 |       0 |
| 646   |  0  |      16 |      46 |  16|      47 |    1081 |       0 |
| 647   |  0  |       4 |      46 |  17|      47 |    1081 |       0 |
| 648   |  0  |       4 |      46 |   4|      47 |    1081 |       0 |
| 649   |  0  |      16 |      46 |   5|      47 |    1081 |       0 |
| 650   |  0  |      16 |      47 |   6|      47 |    1081 |       0 |
| 651   |  0  |     100 |      47 |   7|      47 |    1081 |       0 |
| 652   |  0  |     100 |     -53 |   8|      47 |    1081 |       0 |
| 653   |  0  |      18 |     -53 |   9|      47 |    1081 |       0 |
| 654   |  0  |      18 |     -53 |  10|      47 |    1081 |       0 |
| 655   |  0  |      16 |     -53 |  11|      47 |    1081 |       0 |
| 656   |  0  |      16 |      47 |  12|      47 |    1081 |       0 |
| 657   |  0  |      17 |      47 |  13|      47 |    1081 |       0 |
| 658   |  0  |      17 |      47 |  14|      47 |    1128 |       0 |
| 659   |  0  |      16 |      47 |  15|      47 |    1128 |       0 |
| 660   |  0  |      16 |      47 |  16|      48 |    1128 |       0 |
| 661   |  0  |       4 |      47 |  17|      48 |    1128 |       0 |
| 662   |  0  |       4 |      47 |   4|      48 |    1128 |       0 |
| 663   |  0  |      16 |      47 |   5|      48 |    1128 |       0 |
| 664   |  0  |      16 |      48 |   6|      48 |    1128 |       0 |
| 665   |  0  |     100 |      48 |   7|      48 |    1128 |       0 |
| 666   |  0  |     100 |     -52 |   8|      48 |    1128 |       0 |
| 667   |  0  |      18 |     -52 |   9|      48 |    1128 |       0 |
| 668   |  0  |      18 |     -52 |  10|      48 |    1128 |       0 |
| 669   |  0  |      16 |     -52 |  11|      48 |    1128 |       0 |
| 670   |  0  |      16 |      48 |  12|      48 |    1128 |       0 |
| 671   |  0  |      17 |      48 |  13|      48 |    1128 |       0 |
| 672   |  0  |      17 |      48 |  14|      48 |    1176 |       0 |
| 673   |  0  |      16 |      48 |  15|      48 |    1176 |       0 |
| 674   |  0  |      16 |      48 |  16|      49 |    1176 |       0 |
| 675   |  0  |       4 |      48 |  17|      49 |    1176 |       0 |
| 676   |  0  |       4 |      48 |   4|      49 |    1176 |       0 |
| 677   |  0  |      16 |      48 |   5|      49 |    1176 |       0 |
| 678   |  0  |      16 |      49 |   6|      49 |    1176 |       0 |
| 679   |  0  |     100 |      49 |   7|      49 |    1176 |       0 |
| 680   |  0  |     100 |     -51 |   8|      49 |    1176 |       0 |
| 681   |  0  |      18 |     -51 |   9|      49 |    1176 |       0 |
| 682   |  0  |      18 |     -51 |  10|      49 |    1176 |       0 |
| 683   |  0  |      16 |     -51 |  11|      49 |    1176 |       0 |
| 684   |  0  |      16 |      49 |  12|      49 |    1176 |       0 |
| 685   |  0  |      17 |      49 |  13|      49 |    1176 |       0 |
| 686   |  0  |      17 |      49 |  14|      49 |    1225 |       0 |
| 687   |  0  |      16 |      49 |  15|      49 |    1225 |       0 |
| 688   |  0  |      16 |      49 |  16|      50 |    1225 |       0 |
| 689   |  0  |       4 |      49 |  17|      50 |    1225 |       0 |
| 690   |  0  |       4 |      49 |   4|      50 |    1225 |       0 |
| 691   |  0  |      16 |      49 |   5|      50 |    1225 |       0 |
| 692   |  0  |      16 |      50 |   6|      50 |    1225 |       0 |
| 693   |  0  |     100 |      50 |   7|      50 |    1225 |       0 |
| 694   |  0  |     100 |     -50 |   8|      50 |    1225 |       0 |
| 695   |  0  |      18 |     -50 |   9|      50 |    1225 |       0 |
| 696   |  0  |      18 |     -50 |  10|      50 |    1225 |       0 |
| 697   |  0  |      16 |     -50 |  11|      50 |    1225 |       0 |
| 698   |  0  |      16 |      50 |  12|      50 |    1225 |       0 |
| 699   |  0  |      17 |      50 |  13|      50 |    1225 |       0 |
| 700   |  0  |      17 |      50 |  14|      50 |    1275 |       0 |
| 701   |  0  |      16 |      50 |  15|      50 |    1275 |       0 |
| 702   |  0  |      16 |      50 |  16|      51 |    1275 |       0 |
| 703   |  0  |       4 |      50 |  17|      51 |    1275 |       0 |
| 704   |  0  |       4 |      50 |   4|      51 |    1275 |       0 |
| 705   |  0  |      16 |      50 |   5|      51 |    1275 |       0 |
| 706   |  0  |      16 |      51 |   6|      51 |    1275 |       0 |
| 707   |  0  |     100 |      51 |   7|      51 |    1275 |       0 |
| 708   |  0  |     100 |     -49 |   8|      51 |    1275 |       0 |
| 709   |  0  |      18 |     -49 |   9|      51 |    1275 |       0 |
| 710   |  0  |      18 |     -49 |  10|      51 |    1275 |       0 |
| 711   |  0  |      16 |     -49 |  11|      51 |    1275 |       0 |
| 712   |  0  |      16 |      51 |  12|      51 |    1275 |       0 |
| 713   |  0  |      17 |      51 |  13|      51 |    1275 |       0 |
| 714   |  0  |      17 |      51 |  14|      51 |    1326 |       0 |
| 715   |  0  |      16 |      51 |  15|      51 |    1326 |       0 |
| 716   |  0  |      16 |      51 |  16|      52 |    1326 |       0 |
| 717   |  0  |       4 |      51 |  17|      52 |    1326 |       0 |
| 718   |  0  |       4 |      51 |   4|      52 |    1326 |       0 |
| 719   |  0  |      16 |      51 |   5|      52 |    1326 |       0 |
| 720   |  0  |      16 |      52 |   6|      52 |    1326 |       0 |
| 721   |  0  |     100 |      52 |   7|      52 |    1326 |       0 |
| 722   |  0  |     100 |     -48 |   8|      52 |    1326 |       0 |
| 723   |  0  |      18 |     -48 |   9|      52 |    1326 |       0 |
| 724   |  0  |      18 |     -48 |  10|      52 |    1326 |       0 |
| 725   |  0  |      16 |     -48 |  11|      52 |    1326 |       0 |
| 726   |  0  |      16 |      52 |  12|      52 |    1326 |       0 |
| 727   |  0  |      17 |      52 |  13|      52 |    1326 |       0 |
| 728   |  0  |      17 |      52 |  14|      52 |    1378 |       0 |
| 729   |  0  |      16 |      52 |  15|      52 |    1378 |       0 |
| 730   |  0  |      16 |      52 |  16|      53 |    1378 |       0 |
| 731   |  0  |       4 |      52 |  17|      53 |    1378 |       0 |
| 732   |  0  |       4 |      52 |   4|      53 |    1378 |       0 |
| 733   |  0  |      16 |      52 |   5|      53 |    1378 |       0 |
| 734   |  0  |      16 |      53 |   6|      53 |    1378 |       0 |
| 735   |  0  |     100 |      53 |   7|      53 |    1378 |       0 |
| 736   |  0  |     100 |     -47 |   8|      53 |    1378 |       0 |
| 737   |  0  |      18 |     -47 |   9|      53 |    1378 |       0 |
| 738   |  0  |      18 |     -47 |  10|      53 |    1378 |       0 |
| 739   |  0  |      16 |     -47 |  11|      53 |    1378 |       0 |
| 740   |  0  |      16 |      53 |  12|      53 |    1378 |       0 |
| 741   |  0  |      17 |      53 |  13|      53 |    1378 |       0 |
| 742   |  0  |      17 |      53 |  14|      53 |    1431 |       0 |
| 743   |  0  |      16 |      53 |  15|      53 |    1431 |       0 |
| 744   |  0  |      16 |      53 |  16|      54 |    1431 |       0 |
| 745   |  0  |       4 |      53 |  17|      54 |    1431 |       0 |
| 746   |  0  |       4 |      53 |   4|      54 |    1431 |       0 |
| 747   |  0  |      16 |      53 |   5|      54 |    1431 |       0 |
| 748   |  0  |      16 |      54 |   6|      54 |    1431 |       0 |
| 749   |  0  |     100 |      54 |   7|      54 |    1431 |       0 |
| 750   |  0  |     100 |     -46 |   8|      54 |    1431 |       0 |
| 751   |  0  |      18 |     -46 |   9|      54 |    1431 |       0 |
| 752   |  0  |      18 |     -46 |  10|      54 |    1431 |       0 |
| 753   |  0  |      16 |     -46 |  11|      54 |    1431 |       0 |
| 754   |  0  |      16 |      54 |  12|      54 |    1431 |       0 |
| 755   |  0  |      17 |      54 |  13|      54 |    1431 |       0 |
| 756   |  0  |      17 |      54 |  14|      54 |    1485 |       0 |
| 757   |  0  |      16 |      54 |  15|      54 |    1485 |       0 |
| 758   |  0  |      16 |      54 |  16|      55 |    1485 |       0 |
| 759   |  0  |       4 |      54 |  17|      55 |    1485 |       0 |
| 760   |  0  |       4 |      54 |   4|      55 |    1485 |       0 |
| 761   |  0  |      16 |      54 |   5|      55 |    1485 |       0 |
| 762   |  0  |      16 |      55 |   6|      55 |    1485 |       0 |
| 763   |  0  |     100 |      55 |   7|      55 |    1485 |       0 |
| 764   |  0  |     100 |     -45 |   8|      55 |    1485 |       0 |
| 765   |  0  |      18 |     -45 |   9|      55 |    1485 |       0 |
| 766   |  0  |      18 |     -45 |  10|      55 |    1485 |       0 |
| 767   |  0  |      16 |     -45 |  11|      55 |    1485 |       0 |
| 768   |  0  |      16 |      55 |  12|      55 |    1485 |       0 |
| 769   |  0  |      17 |      55 |  13|      55 |    1485 |       0 |
| 770   |  0  |      17 |      55 |  14|      55 |    1540 |       0 |
| 771   |  0  |      16 |      55 |  15|      55 |    1540 |       0 |
| 772   |  0  |      16 |      55 |  16|      56 |    1540 |       0 |
| 773   |  0  |       4 |      55 |  17|      56 |    1540 |       0 |
| 774   |  0  |       4 |      55 |   4|      56 |    1540 |       0 |
| 775   |  0  |      16 |      55 |   5|      56 |    1540 |       0 |
| 776   |  0  |      16 |      56 |   6|      56 |    1540 |       0 |
| 777   |  0  |     100 |      56 |   7|      56 |    1540 |       0 |
| 778   |  0  |     100 |     -44 |   8|      56 |    1540 |       0 |
| 779   |  0  |      18 |     -44 |   9|      56 |    1540 |       0 |
| 780   |  0  |      18 |     -44 |  10|      56 |    1540 |       0 |
| 781   |  0  |      16 |     -44 |  11|      56 |    1540 |       0 |
| 782   |  0  |      16 |      56 |  12|      56 |    1540 |       0 |
| 783   |  0  |      17 |      56 |  13|      56 |    1540 |       0 |
| 784   |  0  |      17 |      56 |  14|      56 |    1596 |       0 |
| 785   |  0  |      16 |      56 |  15|      56 |    1596 |       0 |
| 786   |  0  |      16 |      56 |  16|      57 |    1596 |       0 |
| 787   |  0  |       4 |      56 |  17|      57 |    1596 |       0 |
| 788   |  0  |       4 |      56 |   4|      57 |    1596 |       0 |
| 789   |  0  |      16 |      56 |   5|      57 |    1596 |       0 |
| 790   |  0  |      16 |      57 |   6|      57 |    1596 |       0 |
| 791   |  0  |     100 |      57 |   7|      57 |    1596 |       0 |
| 792   |  0  |     100 |     -43 |   8|      57 |    1596 |       0 |
| 793   |  0  |      18 |     -43 |   9|      57 |    1596 |       0 |
| 794   |  0  |      18 |     -43 |  10|      57 |    1596 |       0 |
| 795   |  0  |      16 |     -43 |  11|      57 |    1596 |       0 |
| 796   |  0  |      16 |      57 |  12|      57 |    1596 |       0 |
| 797   |  0  |      17 |      57 |  13|      57 |    1596 |       0 |
| 798   |  0  |      17 |      57 |  14|      57 |    1653 |       0 |
| 799   |  0  |      16 |      57 |  15|      57 |    1653 |       0 |
| 800   |  0  |      16 |      57 |  16|      58 |    1653 |       0 |
| 801   |  0  |       4 |      57 |  17|      58 |    1653 |       0 |
| 802   |  0  |       4 |      57 |   4|      58 |    1653 |       0 |
| 803   |  0  |      16 |      57 |   5|      58 |    1653 |       0 |
| 804   |  0  |      16 |      58 |   6|      58 |    1653 |       0 |
| 805   |  0  |     100 |      58 |   7|      58 |    1653 |       0 |
| 806   |  0  |     100 |     -42 |   8|      58 |    1653 |       0 |
| 807   |  0  |      18 |     -42 |   9|      58 |    1653 |       0 |
| 808   |  0  |      18 |     -42 |  10|      58 |    1653 |       0 |
| 809   |  0  |      16 |     -42 |  11|      58 |    1653 |       0 |
| 810   |  0  |      16 |      58 |  12|      58 |    1653 |       0 |
| 811   |  0  |      17 |      58 |  13|      58 |    1653 |       0 |
| 812   |  0  |      17 |      58 |  14|      58 |    1711 |       0 |
| 813   |  0  |      16 |      58 |  15|      58 |    1711 |       0 |
| 814   |  0  |      16 |      58 |  16|      59 |    1711 |       0 |
| 815   |  0  |       4 |      58 |  17|      59 |    1711 |       0 |
| 816   |  0  |       4 |      58 |   4|      59 |    1711 |       0 |
| 817   |  0  |      16 |      58 |   5|      59 |    1711 |       0 |
| 818   |  0  |      16 |      59 |   6|      59 |    1711 |       0 |
| 819   |  0  |     100 |      59 |   7|      59 |    1711 |       0 |
| 820   |  0  |     100 |     -41 |   8|      59 |    1711 |       0 |
| 821   |  0  |      18 |     -41 |   9|      59 |    1711 |       0 |
| 822   |  0  |      18 |     -41 |  10|      59 |    1711 |       0 |
| 823   |  0  |      16 |     -41 |  11|      59 |    1711 |       0 |
| 824   |  0  |      16 |      59 |  12|      59 |    1711 |       0 |
